Tenure,CityTier,WarehouseToHome,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,DaySinceLastOrder,CashbackAmount,Churn
7.0,3.0,8.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,22.0,0.0,4.0,163.0,0
21.0,3.0,11.0,1.0,3.0,4.0,2.0,3.0,2.0,5.0,0.0,20.0,1.0,1.0,155.0,0
1.0,2.0,16.0,0.0,3.0,4.0,4.0,3.0,1.0,3.0,0.0,16.0,3.0,3.0,152.0,1
3.0,1.0,9.0,1.0,3.0,4.0,1.0,2.0,1.0,9.0,0.0,12.0,9.0,6.0,247.0,1
13.0,1.0,8.0,0.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,24.0,0.0,7.0,142.0,0
1.0,1.0,24.0,1.0,3.0,5.0,4.0,1.0,1.0,7.0,0.0,13.0,2.0,4.0,149.0,1
15.0,1.0,14.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,0.0,15.0,7.0,7.0,149.0,1
1.0,3.0,16.0,0.0,3.0,6.0,4.0,4.0,2.0,3.0,0.0,14.0,3.0,3.0,153.0,1
20.0,1.0,31.0,1.0,2.0,3.0,0.0,3.0,2.0,3.0,0.0,23.0,1.0,11.0,186.0,0
24.0,1.0,12.0,0.0,3.0,4.0,3.0,3.0,2.0,1.0,0.0,14.0,7.0,7.0,128.0,0
6.0,1.0,34.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,12.0,1.0,7.0,152.0,0
15.0,1.0,24.0,0.0,3.0,3.0,3.0,5.0,1.0,4.0,0.0,16.0,1.0,2.0,126.0,0
8.0,3.0,24.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,16.0,1.0,0.0,146.0,0
1.0,1.0,14.0,0.0,3.0,4.0,4.0,3.0,0.0,3.0,1.0,17.0,1.0,3.0,154.0,1
19.0,1.0,8.0,1.0,2.0,3.0,5.0,1.0,1.0,8.0,1.0,14.0,2.0,2.0,293.0,0
0.0,2.0,16.0,1.0,2.0,4.0,0.0,4.0,1.0,9.0,0.0,14.0,3.0,0.0,202.0,1
10.0,1.0,16.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,17.0,1.0,0.0,147.0,0
13.0,1.0,22.0,1.0,2.0,4.0,2.0,3.0,2.0,7.0,0.0,14.0,0.0,0.0,151.0,0
10.0,3.0,15.0,1.0,3.0,6.0,1.0,3.0,1.0,9.0,0.0,12.0,3.0,10.0,253.0,1
6.0,3.0,31.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,0.0,12.0,0.0,1.0,145.0,0
7.0,3.0,19.0,1.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,18.0,1.0,1.0,186.0,0
1.0,3.0,25.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,0.0,12.0,2.0,3.0,187.0,0
0.0,1.0,25.0,1.0,3.0,4.0,4.0,5.0,1.0,2.0,0.0,11.0,0.0,7.0,141.0,0
5.0,1.0,31.0,0.0,4.0,5.0,2.0,5.0,2.0,3.0,0.0,20.0,1.0,9.0,193.0,0
1.0,3.0,31.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,0.0,17.0,2.0,1.0,136.0,1
21.0,3.0,9.0,0.0,4.0,5.0,4.0,2.0,2.0,3.0,1.0,19.0,2.0,3.0,158.0,0
6.0,1.0,13.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,11.0,1.0,10.0,217.0,0
1.0,1.0,16.0,1.0,3.0,4.0,4.0,5.0,1.0,3.0,0.0,15.0,2.0,3.0,150.0,0
2.0,1.0,12.0,1.0,4.0,4.0,4.0,4.0,1.0,12.0,1.0,23.0,2.0,2.0,149.0,1
0.0,3.0,6.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,17.0,2.0,7.0,153.0,0
4.0,3.0,11.0,0.0,3.0,3.0,3.0,4.0,1.0,2.0,0.0,11.0,0.0,2.0,128.0,0
0.0,2.0,10.0,0.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,12.0,1.0,0.0,129.0,1
0.0,1.0,16.0,1.0,2.0,5.0,3.0,1.0,1.0,8.0,0.0,13.0,0.0,3.0,134.0,1
8.0,1.0,6.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,16.0,0.0,0.0,123.0,1
1.0,1.0,25.0,1.0,3.0,5.0,4.0,1.0,2.0,4.0,1.0,14.0,1.0,3.0,149.0,1
18.0,1.0,15.0,1.0,4.0,2.0,4.0,1.0,1.0,4.0,1.0,25.0,2.0,3.0,153.0,0
0.0,2.0,19.0,1.0,2.0,2.0,2.0,3.0,1.0,8.0,0.0,13.0,0.0,1.0,148.0,1
2.0,2.0,30.0,1.0,3.0,3.0,4.0,5.0,2.0,2.0,0.0,15.0,0.0,2.0,138.0,1
0.0,3.0,22.0,1.0,3.0,3.0,0.0,3.0,1.0,4.0,0.0,13.0,0.0,1.0,183.0,1
12.0,2.0,17.0,1.0,4.0,4.0,2.0,3.0,1.0,5.0,0.0,12.0,1.0,3.0,186.0,0
2.0,3.0,27.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,13.0,0.0,0.0,121.0,1
3.0,1.0,32.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,25.0,1.0,2.0,154.0,1
0.0,1.0,14.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,0.0,15.0,1.0,0.0,125.0,1
20.0,1.0,9.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,0.0,12.0,2.0,5.0,199.0,0
1.0,3.0,31.0,1.0,3.0,2.0,4.0,5.0,2.0,3.0,0.0,18.0,2.0,1.0,136.0,1
14.0,1.0,12.0,1.0,3.0,4.0,2.0,4.0,2.0,7.0,1.0,15.0,1.0,2.0,160.0,0
4.0,1.0,14.0,0.0,3.0,3.0,1.0,4.0,2.0,4.0,0.0,11.0,2.0,0.0,264.0,0
1.0,3.0,11.0,1.0,3.0,5.0,2.0,1.0,2.0,3.0,1.0,13.0,5.0,5.0,183.0,1
16.0,3.0,9.0,0.0,3.0,6.0,5.0,2.0,0.0,3.0,0.0,16.0,6.0,9.0,323.0,1
2.0,3.0,12.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,0.0,15.0,1.0,3.0,174.0,0
19.0,1.0,13.0,0.0,1.0,3.0,2.0,3.0,0.0,3.0,0.0,14.0,0.0,0.0,153.0,0
2.0,1.0,36.0,1.0,4.0,4.0,2.0,5.0,1.0,9.0,1.0,20.0,2.0,1.0,192.0,1
2.0,1.0,8.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,0.0,11.0,10.0,15.0,222.0,1
1.0,3.0,30.0,0.0,3.0,5.0,2.0,1.0,1.0,9.0,1.0,20.0,1.0,1.0,167.0,0
0.0,1.0,16.0,1.0,3.0,3.0,0.0,3.0,1.0,7.0,0.0,11.0,1.0,0.0,200.0,1
0.0,3.0,11.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,13.0,1.0,0.0,129.0,1
4.0,1.0,7.0,1.0,3.0,6.0,4.0,3.0,1.0,5.0,0.0,22.0,2.0,3.0,163.0,0
17.0,1.0,15.0,0.0,4.0,4.0,2.0,3.0,1.0,6.0,1.0,15.0,1.0,3.0,170.0,0
1.0,1.0,30.0,1.0,3.0,5.0,2.0,3.0,1.0,5.0,1.0,14.0,2.0,3.0,185.0,1
0.0,1.0,13.0,0.0,2.0,4.0,2.0,5.0,2.0,9.0,0.0,19.0,1.0,7.0,168.0,0
10.0,3.0,10.0,1.0,3.0,3.0,3.0,1.0,1.0,5.0,0.0,17.0,3.0,8.0,128.0,0
3.0,3.0,6.0,0.0,2.0,5.0,4.0,3.0,2.0,2.0,0.0,12.0,1.0,0.0,114.0,1
5.0,1.0,13.0,1.0,3.0,2.0,3.0,4.0,0.0,2.0,0.0,20.0,0.0,3.0,128.0,0
12.0,1.0,7.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,14.0,1.0,9.0,201.0,0
12.0,3.0,7.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,0.0,16.0,5.0,9.0,169.0,0
0.0,1.0,15.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,12.0,1.0,2.0,140.0,1
1.0,1.0,12.0,0.0,3.0,4.0,4.0,4.0,2.0,2.0,0.0,18.0,1.0,3.0,149.0,1
4.0,3.0,32.0,1.0,3.0,5.0,0.0,4.0,2.0,4.0,1.0,13.0,1.0,7.0,216.0,1
10.0,1.0,8.0,1.0,3.0,4.0,3.0,3.0,2.0,7.0,1.0,15.0,0.0,0.0,121.0,1
19.0,1.0,27.0,1.0,4.0,6.0,0.0,5.0,1.0,4.0,1.0,19.0,2.0,8.0,234.0,0
1.0,1.0,15.0,0.0,3.0,2.0,4.0,3.0,1.0,9.0,0.0,18.0,1.0,3.0,160.0,0
14.0,3.0,11.0,1.0,4.0,5.0,0.0,2.0,0.0,9.0,0.0,12.0,3.0,12.0,234.0,0
10.0,3.0,33.0,0.0,3.0,1.0,2.0,3.0,2.0,5.0,1.0,12.0,1.0,3.0,164.0,1
8.0,1.0,15.0,1.0,3.0,4.0,2.0,4.0,2.0,10.0,0.0,19.0,1.0,0.0,165.0,0
16.0,3.0,30.0,1.0,3.0,3.0,0.0,5.0,2.0,7.0,1.0,13.0,1.0,2.0,204.0,1
10.0,1.0,9.0,0.0,2.0,3.0,2.0,4.0,2.0,4.0,0.0,15.0,1.0,1.0,141.0,0
12.0,3.0,16.0,1.0,4.0,5.0,4.0,4.0,0.0,2.0,0.0,20.0,1.0,3.0,154.0,0
19.0,1.0,14.0,0.0,3.0,5.0,0.0,4.0,1.0,8.0,1.0,15.0,4.0,4.0,227.0,1
1.0,3.0,8.0,1.0,4.0,4.0,4.0,3.0,1.0,5.0,0.0,16.0,2.0,3.0,154.0,1
1.0,3.0,15.0,1.0,3.0,5.0,2.0,5.0,2.0,8.0,0.0,18.0,1.0,3.0,178.0,1
4.0,1.0,7.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,0.0,21.0,6.0,7.0,150.0,0
18.0,3.0,8.0,1.0,2.0,3.0,2.0,1.0,2.0,6.0,0.0,16.0,1.0,3.0,152.0,1
1.0,3.0,32.0,0.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,23.0,3.0,10.0,173.0,1
15.0,1.0,6.0,0.0,2.0,4.0,2.0,1.0,1.0,10.0,1.0,13.0,0.0,2.0,161.0,0
10.0,1.0,6.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,13.0,3.0,11.0,165.0,0
2.0,2.0,7.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,0.0,16.0,1.0,3.0,152.0,0
9.0,1.0,18.0,0.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,11.0,5.0,8.0,189.0,0
10.0,1.0,10.0,1.0,2.0,3.0,3.0,2.0,2.0,9.0,1.0,23.0,1.0,0.0,123.0,1
0.0,3.0,19.0,1.0,3.0,4.0,2.0,5.0,1.0,6.0,1.0,13.0,1.0,2.0,161.0,1
5.0,2.0,8.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,13.0,3.0,4.0,148.0,1
2.0,1.0,9.0,1.0,3.0,4.0,2.0,4.0,1.0,6.0,0.0,12.0,2.0,5.0,174.0,1
3.0,3.0,17.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,0.0,15.0,3.0,3.0,148.0,0
13.0,3.0,18.0,0.0,3.0,4.0,0.0,1.0,1.0,3.0,0.0,19.0,1.0,8.0,202.0,1
1.0,1.0,10.0,0.0,3.0,4.0,4.0,2.0,2.0,3.0,0.0,14.0,6.0,8.0,165.0,1
5.0,3.0,16.0,1.0,3.0,3.0,2.0,1.0,2.0,9.0,0.0,13.0,1.0,0.0,146.0,0
6.0,1.0,9.0,1.0,3.0,5.0,2.0,5.0,2.0,6.0,0.0,14.0,1.0,5.0,147.0,0
3.0,1.0,22.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,0.0,20.0,2.0,6.0,148.0,0
0.0,1.0,12.0,0.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,14.0,4.0,7.0,134.0,1
5.0,3.0,15.0,1.0,3.0,4.0,0.0,2.0,1.0,3.0,0.0,19.0,3.0,10.0,233.0,0
24.0,1.0,18.0,0.0,3.0,4.0,5.0,4.0,2.0,5.0,0.0,16.0,3.0,5.0,324.0,0
0.0,3.0,22.0,1.0,3.0,3.0,0.0,3.0,1.0,4.0,0.0,13.0,0.0,0.0,182.0,1
26.0,1.0,35.0,0.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,12.0,2.0,3.0,257.0,0
2.0,1.0,15.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,0.0,17.0,1.0,2.0,140.0,0
1.0,1.0,12.0,1.0,3.0,3.0,2.0,5.0,1.0,3.0,0.0,13.0,2.0,6.0,165.0,0
12.0,3.0,16.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,0.0,14.0,0.0,2.0,123.0,0
24.0,1.0,18.0,0.0,3.0,4.0,5.0,4.0,2.0,5.0,0.0,16.0,1.0,5.0,324.0,0
3.0,1.0,36.0,1.0,4.0,6.0,2.0,3.0,1.0,10.0,0.0,18.0,1.0,7.0,189.0,0
0.0,1.0,13.0,1.0,2.0,4.0,3.0,4.0,1.0,2.0,0.0,15.0,1.0,0.0,126.0,1
16.0,1.0,30.0,1.0,3.0,5.0,2.0,3.0,2.0,3.0,0.0,13.0,4.0,8.0,168.0,0
0.0,1.0,9.0,1.0,2.0,3.0,3.0,5.0,2.0,1.0,0.0,22.0,0.0,4.0,131.0,1
1.0,1.0,7.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,17.0,1.0,1.0,148.0,1
7.0,1.0,21.0,0.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,14.0,2.0,7.0,153.0,0
23.0,1.0,32.0,0.0,3.0,4.0,4.0,5.0,1.0,3.0,0.0,15.0,1.0,5.0,157.0,0
0.0,3.0,16.0,1.0,2.0,4.0,0.0,5.0,1.0,10.0,0.0,17.0,1.0,0.0,203.0,1
10.0,1.0,12.0,1.0,2.0,2.0,2.0,5.0,1.0,5.0,1.0,13.0,2.0,7.0,160.0,0
8.0,3.0,32.0,0.0,3.0,3.0,2.0,5.0,1.0,3.0,0.0,14.0,0.0,0.0,143.0,1
0.0,3.0,19.0,1.0,3.0,4.0,2.0,5.0,1.0,6.0,1.0,13.0,2.0,2.0,161.0,1
0.0,1.0,30.0,1.0,3.0,4.0,0.0,5.0,2.0,3.0,0.0,12.0,1.0,8.0,186.0,1
16.0,1.0,7.0,0.0,4.0,4.0,4.0,5.0,1.0,5.0,0.0,17.0,2.0,3.0,151.0,0
9.0,2.0,33.0,0.0,3.0,4.0,0.0,1.0,2.0,3.0,1.0,17.0,2.0,4.0,213.0,0
1.0,1.0,30.0,1.0,3.0,5.0,2.0,3.0,0.0,5.0,1.0,14.0,2.0,2.0,184.0,1
20.0,1.0,31.0,1.0,2.0,3.0,0.0,3.0,2.0,3.0,0.0,23.0,9.0,11.0,186.0,0
10.0,1.0,17.0,1.0,3.0,4.0,0.0,5.0,1.0,9.0,1.0,14.0,3.0,8.0,208.0,0
16.0,1.0,12.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,14.0,1.0,0.0,266.0,0
0.0,2.0,15.0,1.0,2.0,4.0,3.0,5.0,1.0,5.0,1.0,15.0,1.0,0.0,123.0,1
11.0,1.0,16.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,13.0,1.0,3.0,148.0,0
1.0,3.0,30.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,19.0,1.0,1.0,140.0,1
1.0,1.0,11.0,1.0,3.0,4.0,4.0,2.0,2.0,11.0,1.0,24.0,2.0,1.0,148.0,1
1.0,3.0,18.0,0.0,4.0,2.0,4.0,2.0,0.0,10.0,0.0,15.0,2.0,1.0,150.0,0
1.0,1.0,14.0,1.0,4.0,6.0,2.0,3.0,2.0,3.0,1.0,25.0,2.0,7.0,186.0,1
1.0,3.0,31.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,0.0,17.0,1.0,1.0,136.0,1
1.0,3.0,8.0,1.0,4.0,4.0,4.0,3.0,1.0,5.0,0.0,16.0,2.0,3.0,154.0,1
3.0,1.0,15.0,1.0,2.0,3.0,3.0,5.0,2.0,4.0,0.0,14.0,1.0,0.0,120.0,1
19.0,1.0,8.0,1.0,3.0,4.0,2.0,3.0,2.0,6.0,0.0,13.0,1.0,4.0,179.0,0
10.0,1.0,6.0,0.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,18.0,0.0,2.0,236.0,0
1.0,1.0,9.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,0.0,13.0,3.0,2.0,139.0,1
0.0,3.0,18.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,24.0,5.0,7.0,146.0,1
22.0,1.0,27.0,1.0,3.0,4.0,4.0,3.0,1.0,6.0,0.0,18.0,2.0,1.0,148.0,0
0.0,3.0,26.0,0.0,3.0,5.0,2.0,3.0,0.0,4.0,1.0,11.0,1.0,2.0,146.0,1
11.0,3.0,8.0,0.0,3.0,5.0,2.0,1.0,1.0,3.0,1.0,20.0,0.0,3.0,154.0,0
0.0,3.0,16.0,1.0,2.0,4.0,0.0,5.0,1.0,10.0,0.0,17.0,2.0,0.0,203.0,1
1.0,3.0,8.0,1.0,3.0,6.0,2.0,4.0,2.0,8.0,0.0,16.0,1.0,1.0,192.0,1
24.0,1.0,16.0,1.0,4.0,4.0,4.0,2.0,0.0,6.0,0.0,19.0,2.0,1.0,149.0,0
1.0,1.0,21.0,1.0,3.0,4.0,4.0,2.0,0.0,6.0,1.0,14.0,1.0,5.0,149.0,1
8.0,1.0,9.0,1.0,3.0,4.0,4.0,5.0,1.0,5.0,0.0,13.0,2.0,3.0,149.0,1
15.0,1.0,9.0,0.0,3.0,1.0,2.0,2.0,0.0,3.0,1.0,13.0,0.0,3.0,152.0,0
1.0,1.0,29.0,0.0,3.0,4.0,4.0,3.0,0.0,6.0,1.0,12.0,1.0,2.0,146.0,1
7.0,1.0,10.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,12.0,1.0,0.0,120.0,0
1.0,1.0,32.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,25.0,1.0,2.0,151.0,1
15.0,1.0,8.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,0.0,23.0,1.0,0.0,168.0,0
0.0,1.0,12.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,13.0,4.0,7.0,124.0,1
14.0,3.0,6.0,1.0,2.0,1.0,0.0,5.0,1.0,2.0,0.0,16.0,1.0,7.0,184.0,0
13.0,3.0,12.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,14.0,1.0,2.0,169.0,1
1.0,3.0,16.0,1.0,3.0,5.0,4.0,5.0,2.0,9.0,0.0,24.0,1.0,4.0,159.0,1
0.0,2.0,34.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,16.0,3.0,6.0,159.0,1
7.0,1.0,22.0,0.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,14.0,6.0,2.0,37.0,0
0.0,1.0,8.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,0.0,22.0,1.0,0.0,111.0,1
28.0,1.0,8.0,1.0,3.0,3.0,0.0,4.0,0.0,4.0,0.0,18.0,1.0,3.0,210.0,0
5.0,3.0,13.0,1.0,4.0,2.0,2.0,1.0,1.0,6.0,0.0,23.0,6.0,8.0,180.0,0
0.0,1.0,11.0,1.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0,16.0,0.0,9.0,228.0,0
8.0,3.0,22.0,0.0,4.0,4.0,2.0,5.0,2.0,3.0,0.0,13.0,2.0,7.0,186.0,0
4.0,3.0,29.0,1.0,4.0,5.0,2.0,3.0,0.0,4.0,1.0,13.0,2.0,1.0,189.0,1
21.0,1.0,28.0,0.0,2.0,3.0,1.0,1.0,1.0,4.0,0.0,11.0,2.0,7.0,272.0,0
15.0,1.0,30.0,1.0,2.0,3.0,0.0,5.0,0.0,2.0,1.0,21.0,4.0,8.0,174.0,0
0.0,1.0,19.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,11.0,1.0,0.0,125.0,1
1.0,3.0,17.0,1.0,3.0,5.0,0.0,5.0,1.0,11.0,0.0,17.0,1.0,9.0,228.0,1
0.0,1.0,23.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,15.0,2.0,2.0,144.0,0
2.0,1.0,15.0,0.0,3.0,3.0,3.0,3.0,1.0,10.0,0.0,17.0,1.0,2.0,130.0,0
20.0,1.0,9.0,1.0,3.0,4.0,5.0,1.0,1.0,9.0,1.0,15.0,2.0,3.0,318.0,0
5.0,1.0,7.0,1.0,3.0,6.0,2.0,3.0,1.0,2.0,0.0,13.0,1.0,5.0,168.0,0
14.0,1.0,7.0,0.0,3.0,4.0,2.0,1.0,1.0,6.0,0.0,18.0,1.0,4.0,190.0,0
22.0,1.0,31.0,0.0,2.0,3.0,3.0,5.0,1.0,2.0,0.0,14.0,0.0,4.0,132.0,0
1.0,1.0,32.0,1.0,3.0,5.0,4.0,4.0,2.0,6.0,1.0,21.0,2.0,3.0,148.0,1
1.0,1.0,16.0,0.0,3.0,4.0,4.0,4.0,2.0,3.0,0.0,17.0,2.0,4.0,148.0,0
10.0,1.0,7.0,0.0,3.0,5.0,2.0,3.0,1.0,2.0,0.0,16.0,2.0,3.0,169.0,0
20.0,3.0,8.0,1.0,2.0,3.0,2.0,4.0,1.0,8.0,0.0,11.0,0.0,0.0,150.0,0
1.0,3.0,30.0,0.0,3.0,5.0,0.0,5.0,1.0,3.0,0.0,15.0,2.0,11.0,198.0,1
1.0,2.0,34.0,0.0,3.0,5.0,2.0,5.0,1.0,8.0,0.0,17.0,2.0,2.0,192.0,1
7.0,1.0,10.0,1.0,2.0,3.0,3.0,5.0,1.0,5.0,0.0,12.0,1.0,2.0,124.0,1
0.0,1.0,10.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,19.0,1.0,0.0,130.0,1
4.0,3.0,29.0,1.0,4.0,5.0,2.0,3.0,0.0,4.0,1.0,13.0,2.0,1.0,189.0,1
3.0,3.0,19.0,0.0,3.0,3.0,3.0,4.0,1.0,2.0,0.0,13.0,0.0,0.0,120.0,0
2.0,3.0,14.0,1.0,3.0,4.0,2.0,5.0,2.0,2.0,0.0,15.0,2.0,4.0,174.0,0
1.0,1.0,17.0,1.0,3.0,4.0,3.0,2.0,2.0,5.0,1.0,12.0,1.0,2.0,135.0,1
5.0,1.0,6.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,0.0,13.0,0.0,0.0,130.0,0
13.0,1.0,30.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,17.0,2.0,7.0,133.0,0
24.0,1.0,14.0,1.0,2.0,4.0,0.0,4.0,0.0,6.0,0.0,16.0,1.0,4.0,225.0,0
1.0,3.0,16.0,1.0,3.0,5.0,3.0,5.0,2.0,9.0,0.0,24.0,1.0,4.0,159.0,1
8.0,1.0,24.0,1.0,2.0,3.0,0.0,2.0,2.0,3.0,0.0,11.0,0.0,2.0,194.0,0
1.0,2.0,16.0,0.0,3.0,4.0,3.0,5.0,2.0,9.0,0.0,23.0,2.0,5.0,164.0,1
2.0,2.0,7.0,0.0,2.0,4.0,4.0,3.0,2.0,2.0,0.0,12.0,1.0,0.0,114.0,1
9.0,3.0,9.0,0.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,19.0,0.0,4.0,176.0,0
0.0,1.0,8.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,17.0,0.0,7.0,152.0,0
4.0,1.0,8.0,0.0,3.0,5.0,3.0,1.0,1.0,5.0,1.0,13.0,0.0,0.0,128.0,1
1.0,3.0,30.0,0.0,3.0,5.0,2.0,3.0,1.0,3.0,0.0,22.0,4.0,9.0,160.0,0
1.0,1.0,9.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,0.0,13.0,1.0,1.0,139.0,1
1.0,1.0,17.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,12.0,1.0,2.0,135.0,1
24.0,1.0,36.0,1.0,3.0,5.0,1.0,3.0,0.0,2.0,0.0,15.0,12.0,8.0,295.0,0
28.0,1.0,24.0,0.0,3.0,4.0,0.0,3.0,1.0,10.0,0.0,12.0,1.0,9.0,232.0,0
4.0,1.0,11.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,0.0,19.0,1.0,7.0,199.0,0
14.0,3.0,21.0,0.0,3.0,4.0,2.0,5.0,1.0,3.0,0.0,16.0,1.0,3.0,171.0,0
13.0,1.0,7.0,0.0,4.0,5.0,1.0,2.0,0.0,3.0,0.0,17.0,1.0,9.0,252.0,0
27.0,1.0,9.0,1.0,3.0,2.0,1.0,4.0,2.0,6.0,0.0,13.0,5.0,9.0,291.0,0
5.0,3.0,8.0,0.0,2.0,3.0,3.0,5.0,1.0,2.0,0.0,12.0,0.0,0.0,128.0,0
1.0,1.0,10.0,1.0,3.0,5.0,4.0,2.0,0.0,2.0,1.0,12.0,1.0,1.0,154.0,1
13.0,1.0,16.0,1.0,3.0,4.0,2.0,5.0,1.0,3.0,0.0,26.0,1.0,10.0,177.0,0
6.0,3.0,23.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,11.0,1.0,0.0,274.0,0
8.0,2.0,18.0,1.0,3.0,5.0,2.0,4.0,1.0,6.0,0.0,12.0,1.0,9.0,170.0,0
7.0,1.0,6.0,1.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,12.0,6.0,8.0,127.0,0
30.0,1.0,7.0,0.0,3.0,4.0,4.0,5.0,0.0,4.0,0.0,23.0,2.0,1.0,146.0,0
7.0,3.0,6.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,21.0,1.0,1.0,199.0,0
1.0,1.0,15.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,0.0,13.0,1.0,1.0,144.0,1
2.0,2.0,13.0,1.0,2.0,3.0,3.0,5.0,2.0,3.0,0.0,14.0,1.0,0.0,120.0,1
1.0,1.0,17.0,0.0,3.0,5.0,4.0,5.0,2.0,3.0,0.0,14.0,1.0,1.0,139.0,1
1.0,1.0,13.0,0.0,4.0,5.0,4.0,2.0,1.0,3.0,1.0,18.0,1.0,2.0,154.0,1
1.0,3.0,19.0,0.0,4.0,4.0,1.0,5.0,2.0,3.0,1.0,19.0,1.0,4.0,209.0,1
13.0,1.0,8.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,0.0,13.0,0.0,9.0,294.0,0
12.0,2.0,7.0,1.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,15.0,1.0,1.0,124.0,1
0.0,1.0,30.0,1.0,3.0,4.0,0.0,5.0,2.0,2.0,0.0,12.0,0.0,8.0,187.0,1
1.0,3.0,9.0,1.0,3.0,5.0,0.0,2.0,1.0,5.0,1.0,12.0,3.0,7.0,229.0,1
18.0,1.0,12.0,1.0,2.0,3.0,0.0,5.0,1.0,5.0,1.0,14.0,1.0,0.0,232.0,0
4.0,1.0,8.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,14.0,2.0,8.0,162.0,0
0.0,3.0,19.0,0.0,2.0,3.0,2.0,4.0,2.0,6.0,0.0,12.0,1.0,1.0,159.0,1
